"card_id";"customer_id";"card_type";"card_number";"expiry_date";"cvv"
39668;38915;"Debit";"30348087591738";"2028-03-22";"929"
39669;4016;"Debit";"30501173401135";"2026-07-11";"192"
39670;7361;"Debit";"370634328529654";"2026-04-10";"698"
39671;40395;"Debit";"3515508739143521";"2030-07-17";"124"
39672;28896;"Credit";"4930978317934788";"2029-08-30";"179"
39673;45203;"Credit";"30417597590108";"2026-08-17";"553"
39674;35945;"Debit";"180045815903551";"2026-08-16";"528"
39675;26514;"Debit";"4232112922064121";"2028-04-01";"290"
39676;5806;"Debit";"4199379564343";"2027-11-20";"155"
39677;43482;"Debit";"180034131324882";"2025-12-20";"202"
39678;14209;"Credit";"377802030530251";"2027-11-28";"664"
39679;36672;"Debit";"4983646578518192453";"2029-12-04";"930"
39680;45270;"Credit";"4186443384980199";"2026-05-28";"532"
39681;45663;"Credit";"4809832944273680";"2028-01-10";"544"
39682;1435;"Debit";"503866176269";"2026-02-16";"342"
39683;45247;"Credit";"213143835021206";"2026-06-14";"300"
39684;9072;"Debit";"4137947185982790";"2027-03-28";"694"
39685;48741;"Credit";"2286638868900349";"2029-04-16";"764"
39686;16966;"Credit";"30583516121018";"2026-09-28";"632"
39687;46778;"Debit";"3594814347620114";"2026-07-10";"889"
39688;8860;"Debit";"3506787854244568";"2030-03-20";"807"
39689;45671;"Debit";"3529643961227116";"2030-02-03";"430"
39690;20333;"Credit";"213119993147272";"2029-08-28";"717"
39691;6661;"Debit";"6578270759561523";"2029-06-12";"483"
39692;38992;"Debit";"630421330915";"2028-04-11";"637"
39693;40633;"Credit";"4514104137348125890";"2029-12-04";"395"
39694;28352;"Debit";"585698795382";"2027-10-30";"612"
39695;33864;"Debit";"4002557581274924";"2026-12-20";"314"
39696;16474;"Debit";"4682512036402822676";"2026-11-27";"740"
39697;41013;"Debit";"180048877297565";"2030-04-19";"611"
39698;7607;"Debit";"2531235960899637";"2026-08-18";"765"
39699;10129;"Debit";"30386490000855";"2029-03-20";"664"
39700;14772;"Credit";"213131393818238";"2027-08-06";"632"
39701;2478;"Debit";"4934246406424772";"2030-01-24";"368"
39702;25866;"Credit";"3508582913217889";"2029-07-31";"535"
39703;22393;"Debit";"3569490421323288";"2028-06-03";"780"
39704;11488;"Debit";"36935028181928";"2027-12-19";"744"
39705;21608;"Credit";"3568738066382097";"2029-05-07";"562"
39706;25828;"Credit";"180051045521486";"2026-11-20";"562"
39707;31916;"Credit";"6011563356604729";"2029-10-30";"177"
39708;5533;"Debit";"2521390690580114";"2030-06-30";"816"
39709;30863;"Credit";"4451032626497225";"2027-09-10";"920"
39710;22122;"Credit";"676351836033";"2027-03-28";"442"
39711;38830;"Credit";"4759264390128";"2029-08-07";"274"
39712;32350;"Credit";"3544468789388192";"2026-06-12";"696"
39713;31719;"Credit";"2389279945203310";"2026-05-16";"867"
39714;11146;"Debit";"4096433013587613";"2030-11-24";"431"
39715;49374;"Debit";"4647212766967030";"2027-06-11";"843"
39716;19245;"Credit";"568103255739";"2026-11-22";"781"
39717;5149;"Debit";"4408062506802008";"2028-06-10";"665"
39718;10323;"Debit";"4300621909321616";"2029-05-08";"783"
39719;48501;"Credit";"4722779472044377";"2030-05-04";"845"
39720;46292;"Debit";"4472197189092211";"2030-07-28";"283"
39721;19564;"Credit";"4451760372426";"2028-01-20";"585"
39722;46403;"Credit";"4830428332254";"2029-10-24";"965"
39723;23024;"Debit";"676259769112";"2030-11-30";"757"
39724;968;"Debit";"4740872756298823";"2026-09-18";"925"
39725;34047;"Credit";"4784861065428";"2027-10-07";"321"
39726;47529;"Credit";"060448180269";"2026-06-05";"562"
39727;30800;"Debit";"2712520755939305";"2030-03-25";"990"
39728;38480;"Debit";"4934334326428931";"2027-04-27";"866"
39729;23329;"Credit";"3508616575254655";"2030-02-15";"467"
39730;23830;"Debit";"4654861281740270";"2029-06-04";"235"
39731;8456;"Credit";"3522768708356279";"2028-01-13";"940"
39732;28894;"Credit";"3531246788728815";"2029-07-25";"736"
39733;20053;"Debit";"6011413871361829";"2028-10-24";"208"
39734;32817;"Credit";"3570362572762555";"2029-09-19";"997"
39735;46183;"Debit";"060480205891";"2026-04-02";"451"
39736;8568;"Credit";"3548615642282337";"2029-12-27";"497"
39737;48565;"Credit";"6011750995002916";"2029-02-14";"835"
39738;36614;"Credit";"2282721749280083";"2030-10-12";"153"
39739;11508;"Credit";"4290578361126748376";"2026-06-02";"928"
39740;29101;"Credit";"4687616663438893316";"2027-01-28";"782"
39741;3292;"Debit";"3503019586508414";"2026-05-25";"865"
39742;347;"Debit";"3543149520477467";"2029-08-11";"619"
39743;5575;"Debit";"6011665897223909";"2030-10-03";"752"
39744;40260;"Debit";"3581794440235421";"2029-02-25";"181"
39745;46256;"Debit";"4179789005347831";"2027-04-27";"755"
39746;16862;"Credit";"374520327947102";"2028-06-13";"657"
39747;13439;"Credit";"30099702613874";"2027-11-15";"190"
39748;22345;"Debit";"676304147348";"2030-05-25";"117"
39749;35159;"Debit";"676317030531";"2029-02-26";"388"
39750;42914;"Debit";"6011909269973299";"2026-07-11";"590"
39751;42998;"Credit";"3527864906151805";"2030-08-23";"734"
39752;36567;"Debit";"3566962940553531";"2027-08-07";"722"
39753;47499;"Debit";"4439743020497775284";"2026-11-09";"797"
39754;4559;"Debit";"5548496086059407";"2026-11-20";"578"
39755;4273;"Credit";"213107693058113";"2030-11-17";"209"
39756;47640;"Debit";"3578468107639754";"2030-01-06";"313"
39757;29066;"Credit";"4124024260501";"2030-10-02";"410"
39758;1965;"Debit";"4801225694691";"2026-10-21";"770"
39759;8676;"Credit";"6568471159762610";"2029-07-01";"346"
39760;26004;"Debit";"38814301569992";"2026-05-21";"621"
39761;26995;"Credit";"2269370665225164";"2030-07-08";"760"
39762;25161;"Credit";"3522552119314378";"2026-06-06";"522"
39763;27199;"Debit";"6537727632372444";"2027-03-27";"642"
39764;1781;"Debit";"213111408773867";"2027-07-12";"737"
39765;33260;"Debit";"676167665139";"2030-07-19";"742"
39766;8564;"Credit";"4695592668449";"2030-01-31";"792"
39767;9485;"Debit";"2262775411955897";"2026-11-13";"994"
39768;49070;"Debit";"6590427612527695";"2029-09-18";"498"
39769;43907;"Debit";"4364232217352";"2029-04-12";"453"
39770;36956;"Debit";"4710950013821";"2026-09-04";"849"
39771;12407;"Debit";"4405786569907960091";"2030-10-16";"985"
39772;31183;"Debit";"4948807413204";"2028-12-11";"461"
39773;33012;"Debit";"30286588637081";"2030-03-29";"919"
39774;7329;"Credit";"4968635469665";"2029-04-15";"803"
39775;2762;"Credit";"6561482596498806";"2026-06-28";"480"
39776;37056;"Debit";"30393248891577";"2025-12-29";"924"
39777;14390;"Debit";"377318514916718";"2026-08-06";"163"
39778;7965;"Debit";"2282641781825944";"2027-11-24";"249"
39779;26202;"Debit";"4261205870920080";"2028-09-03";"328"
39780;25784;"Debit";"213127227829581";"2027-05-01";"843"
39781;4709;"Credit";"30046710821882";"2026-10-06";"602"
39782;43553;"Credit";"582553839009";"2026-05-12";"524"
39783;23872;"Credit";"375956227711553";"2028-08-09";"576"
39784;32830;"Debit";"3562196183154624";"2029-03-20";"500"
39785;2195;"Credit";"575689411263";"2030-11-24";"959"
39786;1095;"Debit";"4651924391738627";"2029-08-14";"676"
39787;19440;"Credit";"569000133326";"2026-05-14";"203"
39788;36480;"Credit";"213178701307735";"2029-07-06";"437"
39789;18659;"Debit";"060436344760";"2030-03-05";"800"
39790;5058;"Credit";"180040382247763";"2030-09-14";"794"
39791;12470;"Debit";"3542732832621947";"2029-07-05";"937"
39792;19154;"Credit";"4262263048629371";"2028-07-17";"544"
39793;19299;"Credit";"4663021245569369";"2026-06-21";"870"
39794;48676;"Debit";"4364488540301156800";"2030-06-27";"495"
39795;41526;"Debit";"347334650666477";"2029-10-14";"972"
39796;10591;"Debit";"562416418415";"2029-09-13";"915"
39797;26900;"Credit";"4201096592357";"2026-01-17";"892"
39798;35863;"Credit";"4735379416285924";"2029-11-23";"850"
39799;31977;"Credit";"6011604014458072";"2030-03-10";"163"
39800;16207;"Credit";"3542288859210569";"2029-10-09";"430"
39801;1930;"Debit";"374268604438995";"2027-07-01";"567"
39802;32533;"Debit";"2294833327875105";"2030-10-27";"749"
39803;13782;"Credit";"4602311775992";"2028-04-02";"727"
39804;4515;"Debit";"376336361031192";"2026-02-20";"650"
39805;42209;"Debit";"342676992938039";"2027-06-16";"673"
39806;46811;"Debit";"4445253339082";"2030-08-05";"744"
39807;34907;"Credit";"3557287470388301";"2030-06-24";"306"
39808;12456;"Credit";"6011286063393135";"2028-05-10";"766"
39809;22530;"Credit";"4728594237729210";"2029-01-14";"520"
39810;20435;"Debit";"675946823167";"2026-11-05";"704"
39811;2790;"Debit";"3575005138913593";"2027-01-01";"270"
39812;14056;"Credit";"3544233292284480";"2028-06-30";"993"
39813;17218;"Debit";"4571966015687711";"2030-05-06";"285"
39814;4467;"Credit";"340594926411589";"2030-07-21";"119"
39815;34386;"Debit";"4941126401488841586";"2027-08-26";"759"
39816;15903;"Debit";"4487722815110823";"2030-10-14";"467"
39817;2103;"Debit";"38649999857501";"2027-07-12";"195"
39818;6666;"Credit";"4361594754400932";"2027-02-10";"539"
39819;29019;"Debit";"30578141669902";"2029-02-15";"630"
39820;23365;"Debit";"4724759119317";"2026-02-07";"336"
39821;18011;"Credit";"3592371561765945";"2026-11-20";"319"
39822;43471;"Debit";"3580207400763879";"2027-08-25";"360"
39823;13988;"Credit";"3576556793178186";"2029-06-11";"638"
39824;2115;"Debit";"6011111994457264";"2028-08-16";"344"
39825;42161;"Credit";"4935105217494344838";"2027-06-07";"262"
39826;3078;"Credit";"4276592020645565";"2026-09-15";"325"
39827;45609;"Debit";"4947312178509797";"2027-10-06";"928"
39828;1484;"Debit";"4083211305701562";"2026-12-04";"376"
39829;31730;"Debit";"4730815576101";"2027-05-30";"991"
39830;2919;"Credit";"4019054955389158";"2027-09-27";"492"
39831;38722;"Credit";"5264357568838688";"2028-02-06";"419"
39832;35922;"Credit";"5118384417702814";"2028-08-12";"819"
39833;29072;"Debit";"3555726106435228";"2028-11-30";"584"
39834;31176;"Credit";"3512182903373638";"2029-03-26";"823"
39835;25880;"Credit";"4041526781969941";"2030-08-29";"188"
39836;47421;"Credit";"377688906362550";"2030-07-22";"641"
39837;46921;"Credit";"30100776243158";"2027-03-26";"817"
39838;27059;"Debit";"6011642942230841";"2030-10-01";"407"
39839;49438;"Credit";"341164325956755";"2028-12-18";"444"
39840;13448;"Credit";"3526825233120152";"2026-12-14";"556"
39841;25997;"Credit";"6527452287967149";"2027-04-13";"372"
39842;9857;"Debit";"341111605038556";"2030-01-16";"824"
39843;23695;"Debit";"3545233563022386";"2030-09-29";"175"
39844;46418;"Credit";"6583015333338226";"2030-05-24";"113"
39845;15442;"Credit";"4641942401336183577";"2030-01-11";"904"
39846;31109;"Credit";"4431177783089631";"2026-12-29";"156"
39847;40408;"Credit";"4020373997203372792";"2027-08-19";"312"
39848;41484;"Debit";"3562242354108575";"2026-09-17";"447"
39849;43423;"Debit";"4286279082594489";"2029-01-05";"232"
39850;6041;"Credit";"180005055942123";"2028-05-28";"698"
39851;33860;"Credit";"4860944510752";"2029-04-20";"705"
39852;14014;"Debit";"38434728331676";"2030-03-28";"876"
39853;12137;"Credit";"4308901838790";"2028-07-08";"438"
39854;42129;"Credit";"2282720698783931";"2030-06-29";"314"
39855;47193;"Debit";"30528603640115";"2029-08-23";"592"
39856;36476;"Debit";"2294477538613382";"2029-07-24";"898"
39857;8872;"Credit";"3500985428428545";"2028-10-19";"748"
39858;43438;"Debit";"6011276673101929";"2030-06-17";"279"
39859;1565;"Debit";"3501137346343831";"2027-12-12";"991"
39860;28557;"Credit";"5106078947644603";"2027-02-05";"576"
39861;7964;"Debit";"676331109816";"2028-06-28";"906"
39862;37537;"Credit";"4469234061754439";"2027-03-27";"136"
39863;1917;"Debit";"3587245204035618";"2029-04-20";"880"
39864;10766;"Debit";"4494721776343";"2029-01-31";"804"
39865;20355;"Debit";"213152155008750";"2028-09-20";"528"
39866;40076;"Debit";"38108164422690";"2028-12-09";"905"
39867;3876;"Debit";"3565023334578823";"2030-09-23";"998"
39868;40282;"Debit";"4292871601788773802";"2029-08-08";"226"
39869;17938;"Credit";"4893232225036152";"2028-06-14";"971"
39870;49475;"Credit";"4082060145740823699";"2029-07-19";"520"
39871;32837;"Debit";"4681180520859677";"2029-07-03";"152"
39872;20519;"Credit";"3589154427438906";"2026-07-31";"132"
39873;1643;"Debit";"180014656554774";"2028-11-30";"553"
39874;28200;"Credit";"4667816026500414686";"2029-05-20";"657"
39875;48052;"Debit";"3537023280573310";"2027-09-01";"152"
39876;30299;"Credit";"213110476540323";"2027-08-08";"575"
39877;33262;"Credit";"345374981830626";"2026-03-04";"254"
39878;39905;"Credit";"3585062090995819";"2028-05-28";"426"
39879;2613;"Credit";"4231442266084414";"2030-07-25";"260"
39880;9826;"Credit";"6541854195108629";"2026-05-12";"919"
39881;29376;"Credit";"4773757215601";"2028-06-28";"426"
39882;47436;"Debit";"4149237663444646";"2028-11-03";"603"
39883;12104;"Debit";"4939256071031";"2026-07-17";"584"
39884;8107;"Credit";"4381406250829";"2029-01-16";"944"
39885;2993;"Credit";"4715575733972071450";"2027-02-19";"189"
39886;11973;"Credit";"3544014966740795";"2027-04-19";"737"
39887;46268;"Credit";"370782146508937";"2028-01-07";"946"
39888;40545;"Debit";"630437175817";"2028-09-22";"400"
39889;18586;"Credit";"4671442091640064";"2026-05-14";"910"
39890;7294;"Debit";"3587373776004687";"2029-09-18";"615"
39891;48655;"Debit";"4777004742129673036";"2029-10-06";"477"
39892;36385;"Debit";"3591632475174073";"2029-06-18";"145"
39893;33042;"Debit";"5397988571375316";"2027-07-04";"917"
39894;38336;"Credit";"4917779297841267";"2029-09-21";"939"
39895;40423;"Credit";"4871198709781032840";"2030-10-05";"857"
39896;42730;"Credit";"4124499364398492";"2029-05-13";"481"
39897;7086;"Credit";"6581511698498219";"2029-06-27";"426"
39898;46900;"Credit";"4317128467879";"2030-11-12";"820"
39899;19535;"Credit";"372050363411989";"2030-06-07";"507"
39900;29757;"Credit";"4956816699639451";"2030-03-17";"389"
39901;33109;"Credit";"3573967202338522";"2030-09-10";"439"
39902;20221;"Credit";"6011459639787029";"2028-09-14";"872"
39903;47727;"Credit";"4646663081151950";"2029-04-14";"938"
39904;22670;"Credit";"4400710500993748";"2027-03-24";"225"
39905;36984;"Credit";"4029500858176950427";"2026-03-24";"264"
39906;5556;"Debit";"6011648421472382";"2030-02-05";"807"
39907;13884;"Debit";"30091205402236";"2030-02-12";"811"
39908;22859;"Debit";"4500778804575049";"2026-05-25";"421"
39909;13917;"Credit";"2288561201356805";"2027-04-23";"344"
39910;45767;"Debit";"4392789307645768";"2026-02-22";"633"
39911;5647;"Debit";"4424830905814";"2027-03-01";"694"
39912;42441;"Credit";"36320369065339";"2027-02-10";"734"
39913;40889;"Debit";"4228012273529142";"2026-02-02";"706"
39914;246;"Credit";"4892740689977";"2026-02-22";"196"
39915;13508;"Debit";"4489331012162";"2030-08-08";"841"
39916;36551;"Debit";"36937544309637";"2029-08-25";"197"
39917;16802;"Credit";"3521048226641671";"2028-03-15";"376"
39918;23547;"Debit";"377239480709566";"2030-06-28";"907"
39919;12162;"Credit";"4251491909217688";"2030-06-23";"577"
39920;20241;"Debit";"502025165395";"2026-11-08";"125"
39921;8023;"Credit";"3570116332867090";"2027-11-05";"647"
39922;44793;"Credit";"344869898760791";"2029-07-01";"612"
39923;42068;"Credit";"576621521474";"2028-10-24";"443"
39924;13404;"Credit";"4724880615311398";"2028-07-07";"398"
39925;2053;"Debit";"4278997207425403601";"2026-06-01";"918"
39926;48181;"Debit";"3556894232193068";"2026-09-26";"493"
39927;36482;"Debit";"2221348511412407";"2030-11-03";"959"
39928;42814;"Credit";"5257622922532973";"2027-07-20";"231"
39929;6391;"Debit";"3596425969553760";"2027-08-16";"976"
39930;46963;"Debit";"060412896155";"2028-04-01";"610"
39931;26091;"Debit";"2256126242122448";"2026-07-17";"131"
39932;4318;"Credit";"4530843107608154";"2028-04-30";"111"
39933;36161;"Debit";"3582616852104598";"2026-01-14";"555"
39934;47373;"Debit";"5394974127003415";"2026-01-26";"478"
39935;25022;"Debit";"3596803900413163";"2029-11-18";"829"
39936;32434;"Credit";"4834947789580";"2030-05-04";"773"
39937;28739;"Credit";"5475827173534612";"2029-09-30";"857"
39938;33946;"Credit";"4864682489703381";"2026-08-22";"627"
39939;7722;"Credit";"4809071916181338";"2028-12-15";"522"
39940;42114;"Debit";"213183401453805";"2027-06-23";"308"
39941;46964;"Credit";"4782384431242";"2030-03-30";"997"
39942;25724;"Credit";"3501491834560384";"2029-12-25";"879"
39943;47670;"Debit";"4175094190377855954";"2030-08-13";"193"
39944;30067;"Debit";"30382991503687";"2027-08-23";"960"
39945;28555;"Credit";"4499958758378222660";"2030-01-17";"473"
39946;20989;"Credit";"6011489750075508";"2027-03-02";"480"
39947;18481;"Credit";"4786208369405";"2028-08-19";"173"
39948;20598;"Credit";"6011476557986060";"2030-08-27";"704"
39949;10559;"Debit";"502093064231";"2026-12-22";"493"
39950;1646;"Debit";"3569979640561223";"2028-04-07";"964"
39951;26018;"Debit";"4246087943520299";"2030-03-11";"600"
39952;28833;"Debit";"4754074582074139";"2027-12-22";"720"
39953;12377;"Debit";"4795531442521634";"2027-03-22";"419"
39954;2339;"Debit";"30289655805755";"2028-12-23";"457"
39955;41987;"Credit";"180060368517054";"2026-11-13";"596"
39956;5196;"Debit";"343814344889977";"2028-02-25";"663"
39957;11978;"Debit";"3558637612507342";"2030-06-25";"572"
39958;5020;"Credit";"4680046002599118";"2030-06-08";"243"
39959;41035;"Credit";"342001855044686";"2028-12-30";"899"
39960;31177;"Credit";"503897048297";"2028-02-11";"998"
39961;11834;"Debit";"6011028990715489";"2029-12-09";"351"
39962;24505;"Credit";"3508683826404588";"2026-06-29";"680"
39963;20188;"Credit";"6011758106485680";"2029-01-18";"527"
39964;36665;"Debit";"6011805093383731";"2030-03-05";"848"
39965;12624;"Credit";"567254571977";"2026-10-18";"515"
39966;7094;"Credit";"3583041701311287";"2029-03-09";"138"
39967;32190;"Debit";"180023953191701";"2029-04-13";"492"
39968;36064;"Credit";"213184618834266";"2028-07-18";"389"
39969;42465;"Debit";"3542034623191507";"2026-03-17";"604"
39970;45783;"Debit";"3534702890603335";"2026-08-19";"313"
39971;17669;"Credit";"3592233587110953";"2026-09-18";"295"
39972;9915;"Debit";"30440068764457";"2028-12-10";"269"
39973;40476;"Credit";"4895698207304";"2030-10-02";"890"
39974;45076;"Debit";"3502315377551212";"2028-04-22";"456"
39975;22433;"Debit";"4735602790908468";"2030-01-22";"811"
39976;38667;"Debit";"4175295077230";"2028-08-28";"252"
39977;3119;"Debit";"30489039896369";"2030-01-11";"104"
39978;16984;"Credit";"342228907429405";"2029-03-24";"653"
39979;45301;"Credit";"574639274400";"2030-11-14";"866"
39980;32616;"Debit";"3553653921557055";"2029-12-07";"731"
39981;5802;"Debit";"3589436346035388";"2025-12-19";"733"
39982;35601;"Credit";"4590705983721474022";"2029-08-21";"164"
39983;5023;"Debit";"6011979669214362";"2027-03-12";"466"
39984;43132;"Debit";"3583611292580738";"2030-11-11";"877"
39985;30228;"Credit";"2284782169150279";"2026-05-23";"131"
39986;25572;"Credit";"348088702481512";"2028-02-07";"950"
39987;41788;"Credit";"372052503427990";"2025-12-08";"157"
39988;41150;"Debit";"213175801917561";"2026-03-02";"989"
39989;6986;"Debit";"3541201216151948";"2028-03-01";"552"
39990;7936;"Debit";"30201051130175";"2027-03-19";"962"
39991;9957;"Debit";"4986578387795672";"2028-09-09";"244"
39992;34963;"Credit";"3589826120247920";"2027-11-26";"915"
39993;1265;"Credit";"30492144576041";"2029-06-11";"302"
39994;42736;"Debit";"213114259269936";"2028-05-09";"428"
39995;13523;"Debit";"3574155700950027";"2030-03-24";"301"
39996;49878;"Credit";"345855693493877";"2027-11-25";"865"
39997;31452;"Debit";"4049055651720444956";"2026-05-30";"527"
39998;1197;"Debit";"30073173483166";"2026-09-16";"943"
39999;6456;"Debit";"3576009382342581";"2030-05-07";"969"
40000;37442;"Debit";"4994423455102768";"2030-03-17";"119"
40001;32591;"Credit";"3566505545495176";"2030-08-17";"158"
40002;45843;"Debit";"2626206178877463";"2026-04-08";"773"
40003;2528;"Credit";"564786389002";"2030-08-06";"935"
40004;5268;"Credit";"4645944185849579";"2026-09-11";"758"
40005;39427;"Credit";"6011453800340684";"2026-07-24";"222"
40006;11357;"Credit";"6524861084801249";"2027-09-06";"443"
40007;28019;"Credit";"4237816764811309";"2026-08-06";"305"
40008;15093;"Credit";"376371267273028";"2026-10-01";"408"
40009;15274;"Debit";"341228080238517";"2028-09-04";"825"
40010;40992;"Credit";"4265948751790694";"2026-08-04";"653"
40011;46765;"Debit";"6575432995913982";"2027-11-07";"774"
40012;5520;"Debit";"4126484430268";"2027-10-06";"349"
40013;31735;"Credit";"4859664443665";"2028-11-29";"971"
40014;32402;"Credit";"180014997262046";"2029-03-03";"842"
40015;40043;"Credit";"5211128443563443";"2027-11-16";"935"
40016;17966;"Debit";"6011900642914241";"2029-08-17";"113"
40017;30429;"Debit";"30023464317748";"2030-11-18";"842"
40018;26529;"Debit";"4864378073738214267";"2030-07-07";"919"
40019;405;"Debit";"2232341233251986";"2028-12-28";"226"
40020;31462;"Debit";"4942362006205220";"2027-01-29";"884"
40021;25794;"Credit";"370780516584249";"2029-12-13";"161"
40022;10954;"Debit";"30551235985047";"2027-04-30";"135"
40023;14943;"Debit";"30504981518512";"2028-01-14";"389"
40024;47432;"Credit";"4709518929758624958";"2029-11-19";"483"
40025;1303;"Credit";"2244749718788981";"2028-11-03";"824"
40026;41195;"Credit";"30559039947907";"2026-10-05";"262"
40027;13249;"Credit";"375797048718819";"2027-12-18";"225"
40028;15290;"Credit";"3583318615606279";"2027-11-30";"626"
40029;42636;"Debit";"4257101776666";"2026-07-27";"620"
40030;4717;"Debit";"561233418962";"2030-03-09";"688"
40031;9941;"Credit";"4091922581264626";"2029-07-12";"402"
40032;49541;"Debit";"4831705425182921";"2029-10-06";"576"
40033;15378;"Credit";"30039120507704";"2030-07-25";"739"
40034;2637;"Debit";"213127072422243";"2027-04-04";"976"
40035;39017;"Debit";"4139895967046953";"2027-11-30";"562"
40036;34695;"Debit";"4413074990640";"2027-10-11";"407"
40037;37962;"Debit";"4403771325757723";"2028-05-23";"358"
40038;22021;"Debit";"6565089092104907";"2027-06-06";"708"
40039;45331;"Debit";"3550696394909066";"2026-10-02";"797"
40040;22616;"Debit";"180022949799528";"2028-04-24";"208"
40041;6009;"Debit";"180053776588684";"2030-09-16";"118"
40042;43332;"Credit";"3581542845240300";"2030-06-10";"364"
40043;40645;"Debit";"3504144822330495";"2030-11-26";"932"
40044;25362;"Credit";"213127291437808";"2029-05-29";"324"
40045;29609;"Credit";"344722076617319";"2027-11-21";"320"
40046;7746;"Credit";"3542525613727267";"2027-06-16";"986"
40047;28753;"Credit";"375255236833080";"2027-05-10";"623"
40048;22679;"Debit";"4449108283628";"2028-10-16";"845"
40049;12297;"Debit";"4593721339298990";"2027-04-25";"645"
40050;7824;"Debit";"4174796866832905";"2029-07-28";"460"
40051;24836;"Debit";"213111338187121";"2028-11-23";"345"
40052;47942;"Debit";"6011625484164387";"2026-01-15";"494"
40053;1491;"Credit";"347853337134898";"2026-02-16";"254"
40054;21425;"Debit";"6580080152834385";"2029-08-12";"132"
40055;11001;"Credit";"4605916408312922230";"2027-04-27";"895"
40056;34054;"Credit";"4280072527222360";"2030-11-25";"121"
40057;34558;"Debit";"582958429117";"2029-01-27";"924"
40058;5132;"Credit";"5242807628168242";"2026-06-05";"111"
40059;26711;"Debit";"4846784240658242082";"2029-08-24";"609"
40060;24693;"Credit";"3544559640601441";"2029-12-08";"301"
40061;35094;"Credit";"4553859499670866227";"2029-10-26";"319"
40062;11106;"Credit";"3551699723662256";"2029-03-22";"176"
40063;31171;"Debit";"30073710693665";"2029-10-28";"197"
40064;10320;"Credit";"4104497016882016";"2027-07-01";"352"
40065;19817;"Credit";"3503217267600043";"2027-01-14";"834"
40066;16063;"Debit";"675963004261";"2030-12-07";"312"
40067;29569;"Credit";"6505779318967177";"2028-10-02";"274"
40068;45401;"Credit";"4294789320081164";"2030-04-25";"149"
40069;7330;"Credit";"36365483821612";"2026-01-23";"735"
40070;10032;"Debit";"4230908215769025";"2029-12-26";"266"
40071;780;"Debit";"4877640468045237";"2030-11-08";"883"
40072;21777;"Credit";"344578550685036";"2030-06-02";"850"
40073;23740;"Debit";"38045960680321";"2026-04-13";"829"
40074;6372;"Credit";"2226231182902895";"2027-02-22";"949"
40075;23687;"Credit";"4803347139353397038";"2028-05-31";"774"
40076;41580;"Credit";"213113139625119";"2029-12-31";"612"
40077;48474;"Debit";"38446381824516";"2028-10-30";"329"
40078;5522;"Debit";"4470244318033633";"2028-02-15";"397"
40079;43102;"Debit";"3579430229265628";"2028-12-16";"300"
40080;15944;"Credit";"3586782078758181";"2028-05-26";"922"
40081;735;"Credit";"4309104280961037334";"2030-02-15";"470"
40082;47739;"Credit";"4426139503844";"2028-01-08";"657"
40083;877;"Credit";"180004144233511";"2029-01-18";"924"
40084;38790;"Debit";"3523643102206157";"2027-01-18";"230"
40085;16784;"Debit";"5340638899703354";"2028-10-17";"197"
40086;25408;"Credit";"3553807568742335";"2027-08-16";"293"
40087;41642;"Debit";"3548137188825916";"2029-09-30";"466"
40088;24525;"Debit";"6011607239239045";"2028-08-04";"747"
40089;12339;"Credit";"4932027455484939";"2026-05-28";"471"
40090;19370;"Credit";"4108628695394263";"2029-04-27";"198"
40091;13340;"Debit";"3540004286202737";"2030-09-09";"338"
40092;49672;"Debit";"3516819776080735";"2026-09-04";"205"
40093;37347;"Credit";"4247733149455694";"2028-11-29";"640"
40094;8350;"Credit";"4625980762339257";"2030-06-10";"931"
40095;44267;"Debit";"30026279373368";"2026-10-03";"395"
40096;32411;"Credit";"6558267075826139";"2026-05-01";"250"
40097;15381;"Credit";"4575298913713";"2030-05-03";"886"
40098;47401;"Credit";"5278552944826654";"2028-03-03";"657"
40099;529;"Credit";"2320353096089992";"2030-08-13";"581"
40100;673;"Debit";"4784082083325367";"2030-08-18";"833"
40101;42191;"Credit";"4327477406234287866";"2026-08-15";"511"
40102;8660;"Debit";"6599031317596996";"2027-02-16";"805"
40103;37584;"Debit";"2294115871215791";"2027-02-17";"542"
40104;31369;"Debit";"4742990228864820";"2028-11-27";"582"
40105;42310;"Credit";"3534786911513318";"2027-04-14";"774"
40106;30940;"Debit";"213120336999445";"2028-06-24";"894"
40107;29908;"Credit";"4384697345844766";"2028-10-20";"754"
40108;19945;"Debit";"4455523615454629";"2029-10-26";"141"
40109;18974;"Credit";"3507777611715066";"2028-05-07";"659"
40110;40794;"Debit";"4507293562098181709";"2029-10-07";"602"
40111;37216;"Debit";"3563322658881744";"2026-11-12";"420"
40112;12091;"Debit";"6011066096062885";"2029-02-13";"762"
40113;19531;"Debit";"4473920667917";"2025-12-15";"882"
40114;26861;"Credit";"4580649035315393";"2029-12-23";"855"
40115;12619;"Credit";"4043282829274765";"2028-08-02";"234"
40116;5704;"Credit";"4960930124269";"2028-12-26";"192"
40117;29797;"Credit";"3531518120531507";"2026-11-14";"132"
40118;4012;"Credit";"6520330698324505";"2029-09-23";"257"
40119;17016;"Debit";"4902872402279518159";"2028-08-07";"998"
40120;17261;"Debit";"4966564303580277";"2029-09-06";"792"
40121;4752;"Credit";"3583408072318672";"2028-03-24";"416"
40122;2582;"Credit";"4336170220723587";"2028-07-08";"282"
40123;31734;"Credit";"213111393664204";"2028-08-19";"438"
